/Users/Ben/Dropbox/GoogleCloud/Training/Positives/100112.jpg,Positive,0.982603
/Users/Ben/Dropbox/GoogleCloud/Training/Positives/100235.jpg,Negative,0.917663
/Users/Ben/Dropbox/GoogleCloud/Training/Positives/100441.jpg,Positive,0.997297
/Users/Ben/Dropbox/GoogleCloud/Training/Positives/100447.jpg,Negative,0.598414
/Users/Ben/Dropbox/GoogleCloud/Training/Positives/100514.jpg,Positive,0.581631
/Users/Ben/Dropbox/GoogleCloud/Training/Positives/10053.jpg,Positive,0.996273
/Users/Ben/Dropbox/GoogleCloud/Training/Positives/100719.jpg,Positive,0.988525
/Users/Ben/Dropbox/GoogleCloud/Training/Positives/100810.jpg,Positive,0.999801
/Users/Ben/Dropbox/GoogleCloud/Training/Positives/101088.jpg,Positive,0.993844
/Users/Ben/Dropbox/GoogleCloud/Training/Positives/101802.jpg,Positive,0.865199
/Users/Ben/Dropbox/GoogleCloud/Training/Positives/101843.jpg,Positive,0.960604
/Users/Ben/Dropbox/GoogleCloud/Training/Positives/101870.jpg,Negative,0.954402
/Users/Ben/Dropbox/GoogleCloud/Training/Positives/102241.jpg,Negative,0.798363
/Users/Ben/Dropbox/GoogleCloud/Training/Positives/102385.jpg,Negative,0.558334
/Users/Ben/Dropbox/GoogleCloud/Training/Positives/102422.jpg,Negative,0.849632
/Users/Ben/Dropbox/GoogleCloud/Training/Positives/102784.jpg,Positive,0.924552
/Users/Ben/Dropbox/GoogleCloud/Training/Positives/102808.jpg,Positive,0.999862
/Users/Ben/Dropbox/GoogleCloud/Training/Positives/102818.jpg,Positive,0.999996
/Users/Ben/Dropbox/GoogleCloud/Training/Positives/103046.jpg,Positive,0.993154
/Users/Ben/Dropbox/GoogleCloud/Training/Positives/103225.jpg,Positive,0.971527
/Users/Ben/Dropbox/GoogleCloud/Training/Positives/10332.jpg,Negative,0.579102
/Users/Ben/Dropbox/GoogleCloud/Training/Positives/103356.jpg,Positive,0.994906
/Users/Ben/Dropbox/GoogleCloud/Training/Positives/103412.jpg,Positive,0.587971
/Users/Ben/Dropbox/GoogleCloud/Training/Positives/103512.jpg,Positive,0.966693
/Users/Ben/Dropbox/GoogleCloud/Training/Positives/103537.jpg,Positive,0.999925
/Users/Ben/Dropbox/GoogleCloud/Training/Positives/103551.jpg,Positive,0.968384
